customer_id,age,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,annual_income_was_missing,gender_encoded,education_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,employment_type_Self-Employed,employment_type_Unemployed,join_year,join_month,join_day,join_weekday,income_bin,income_quantile_bin,credit_score_above_700,transaction_cluster,annual_income_log,loan_amount_sqrt,annual_income_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
C1000,1.6901330356064703,0.6108941928679433,0.13723813620408906,0.6736894095650588,-0.6343397486845295,1.6642532652487563,1.0438235450935311,0,0,2,1.0,False,True,False,False,False,False,True,False,True,2019,4,2,1,2,3,0,2,13.519839243001284,563.8691514881799,0.7404514930230133,0.4273,25.0,0.8045
C1001,0.785477233443361,2.3108182590219744,1.4782438929982753,1.8847548238513878,0.6540957598148535,-1.01117065422685,-1.1223964939920927,1,0,1,1.0,False,True,False,True,False,False,False,True,False,2018,4,13,4,4,3,1,1,14.000709712167255,742.0114150065348,1.8392911871460735,0.4575,5.83,0.3345
C1002,-0.4810408895849922,-0.33388140649707887,-0.9596259374921257,-1.5242234373382166,-0.20486124585140184,1.036110258067527,1.0682511327683266,0,0,0,1.0,False,True,False,False,True,False,False,False,False,2021,1,31,6,1,1,0,2,13.099492399130236,357.3075146145124,-0.15720315640800203,0.2612,20.5,0.8098
C1003,-1.1142999510991687,0.2201651998911575,0.3684721085894811,1.0646673147694783,-1.063818251517657,0.4544963625293517,1.508408608795299,1,1,1,2.0,False,False,False,False,True,False,False,False,False,2020,9,30,2,2,2,0,0,13.36677115171173,598.3828206090145,0.40699608708923724,0.5608,16.33,0.9053
C1004,0.061752591712873464,-0.8695755075783925,-0.25966408212270836,-1.2371815645864186,1.5130527654811088,-1.034435210048377,-0.581763279982,0,0,1,1.0,False,False,True,False,True,False,False,False,False,2020,7,3,4,0,0,0,1,12.748153098489965,499.0945301243042,-0.8652257785954279,0.7243,5.67,0.4518
C1005,6.427966085902237e-16,-0.18050362778893023,-0.8646549590393472,0.058920834208575544,1.0835742626479812,-0.4528213145102017,0.08930403425388712,1,0,0,3.0,False,False,False,False,False,False,False,False,False,2019,7,26,4,1,1,0,0,13.180908832191411,379.66282409527537,0.012267303524355807,0.2719,9.83,0.5974
C1006,-0.11917856871974841,-1.0561486861587939,-0.8993058888178799,-0.8357942790418624,-0.6343397486845295,0.7104064765661489,0.5331486933261119,0,0,2,2.0,False,False,True,False,False,False,True,True,False,2019,2,24,6,0,0,0,2,12.58960685317465,371.6621449650206,-1.1727026179868905,0.4707,18.17,0.6937
C1007,0.24268375214549534,0.6080553258584882,1.50294896008057,0.058920834208575544,0.6540957598148535,-0.7785250960115798,-1.4676090066038232,0,0,0,2.0,False,True,False,False,False,True,False,False,True,2024,2,12,0,2,3,0,1,13.51880751866678,744.8937373880922,0.7381781547088625,0.7465,7.5,0.2596
C1008,-0.842903210450236,0.5234515832234907,1.1639151566307977,-1.0330784988167474,-0.6343397486845295,-0.010794753901188501,-0.034216597762059084,0,0,0,1.0,True,False,False,False,False,True,False,False,False,2018,12,23,6,2,3,0,0,13.487561142700093,704.3098749840159,0.6694953403217745,0.6886,13.0,0.5706
C1009,-0.842903210450236,0.05279700427882466,0.054522329207258864,1.250233735094805,-1.063818251517657,0.058998913563392534,-0.496036274179888,0,0,0,2.0,False,True,False,False,True,False,False,False,False,2024,8,15,3,1,2,0,0,13.2932853046189,550.9983666037496,0.249611179907096,0.5118,13.5,0.4704
